,NAME,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,STATE,COUNTY
1,"Bexar County, Texas",1858699,915173,69325,69177,68744,40755,29531,16608,15126,43200,75940,70774,61125,60436,56791,56493,49431,17237,24626,14651,18648,21721,15546,10722,8566,943526,66213,68201,65702,39222,26207,13792,14182,41630,73002,69393,63246,61942,58905,59619,54955,20409,27556,17722,21162,27059,20708,16432,16267,48,029
